ID,Label,Valor
1107,Ancho,123.5 cm
1107,Alto sin base de mesa (cm),7.15 cm
1107,Alto con base de mesa (cm),77.4 cm
1107,Peso sin base de mesa (Kg),14.8 Kg
1107,Peso con base de mesa (Kg),15 Kg
1107,Sistema Operativo,Web-OS
1107,Profundidad sin base de mesa (cm),5.81 cm
1107,HDR (High Dynamic Range),Yes
1107,Smart TV / Acceso a Netflix y YouTube,Yes
1107,Cantidad de Hertz,60 Hz
1107,Conexión USB,Yes
1107,Conexiones HDMI / (ARC),3
1107,Conexión Wi-Fi,Si
1107,Función espejo (Mirroring),Si
1107,Conexión de audio / video (RCA),0
1107,Garantía,2 años
1107,Otras características,
1107,Conexión Bluetooth,Si
1107,Salida de audio digital óptica,No
1107,Profunidad con base de mesa (cm),23.2 cm
1107,Asistente de voz,ThinQ AI UHD
1108,Tecnología,LED
1108,Tamaño de pantalla,"55"""
1108,Definición,Ultra High Definition 4K
1108,Potencia de audio (Watts RMS),20 W
1108,Ancho,113 cm
1108,Alto sin base de mesa (cm),66.3 cm
1108,Alto con base de mesa (cm),72.2 cm
1108,Peso sin base de mesa (Kg),11.3 Kg
1108,Peso con base de mesa (Kg),11.5 Kg
1108,Sistema Operativo,Web-OS
1108,Profundidad sin base de mesa (cm),8.6 cm
1108,HDR (High Dynamic Range),Yes
1108,Smart TV / Acceso a Netflix y YouTube,Yes
1108,Cantidad de Hertz,60 Hz
1108,Conexión USB,Yes
1108,Conexiones HDMI / (ARC),1 (Si)
1108,Conexión Wi-Fi,Si
1108,Función espejo (Mirroring),Si
1108,Conexión de audio / video (RCA),0
1108,Garantía,2 años
1108,Otras características,
1108,Conexión Bluetooth,Si
1108,Salida de audio digital óptica,Si
1108,Profunidad con base de mesa (cm),23.1 cm
1108,Asistente de voz,ThinQ AI UHD
1110,Tecnología,LED
1110,Tamaño de pantalla,"65"""
1110,Definición,Ultra High Definition 4K
1110,Potencia de audio (Watts RMS),20 W
1110,Ancho,146.3 cm
1110,Alto sin base de mesa (cm),85 cm
1110,Alto con base de mesa (cm),91.4 cm
1110,Peso sin base de mesa (Kg),21.3 Kg
1110,Peso con base de mesa (Kg),21.6 Kg
1110,Sistema Operativo,Web-OS
1110,Profundidad sin base de mesa (cm),8.78 cm
1110,HDR (High Dynamic Range),Yes
1110,Smart TV / Acceso a Netflix y YouTube,Yes
1110,Cantidad de Hertz,60 Hz
1110,Conexión USB,Yes
1110,Conexiones HDMI / (ARC),2
1110,Conexión Wi-Fi,Si
1110,Función espejo (Mirroring),Si
1110,Conexión de audio / video (RCA),0
1110,Garantía,2 años
1110,Otras características,
1110,Conexión Bluetooth,Si
1110,Salida de audio digital óptica,No
1110,Profunidad con base de mesa (cm),26.9 cm
1110,Asistente de voz,ThinQ AI UHD
1111,Tecnología,LED
1111,Tamaño de pantalla,"82"""
1111,Definición,Ultra High Definition 4K
1111,Potencia de audio (Watts RMS),40 W
1111,Ancho,183.5 cm
1111,Alto sin base de mesa (cm),105.2 cm
1111,Alto con base de mesa (cm),111.3 cm
1111,Peso sin base de mesa (Kg),41.4 Kg
1111,Peso con base de mesa (Kg),42.1 Kg
1111,Sistema Operativo,Web-OS
1111,Profundidad sin base de mesa (cm),5.99 cm
1111,HDR (High Dynamic Range),Yes
1111,Smart TV / Acceso a Netflix y YouTube,Yes
1111,Cantidad de Hertz,120 Hz
1111,Conexión USB,Yes
1111,Conexiones HDMI / (ARC),4
1111,Conexión Wi-Fi,Si
1111,Función espejo (Mirroring),Si
1111,Conexión de audio / video (RCA),No
1111,Garantía,2 años
1111,Otras características,
1111,Conexión Bluetooth,Si
1111,Salida de audio digital óptica,No
1111,Profunidad con base de mesa (cm),36.2 cm
1111,Asistente de voz,ThinQ AI UHD
1112,Tecnología,NanoCell
1112,Tamaño de pantalla,"75"""
1112,Definición,Ultra High Definition 4K
1112,Potencia de audio (Watts RMS),20 W
1112,Ancho,
1112,Alto sin base de mesa (cm),
1112,Alto con base de mesa (cm),
1112,Peso sin base de mesa (Kg),
1112,Peso con base de mesa (Kg),
1112,Sistema Operativo,Web-OS
1112,Profundidad sin base de mesa (cm),
1112,HDR (High Dynamic Range),Yes
1112,Smart TV / Acceso a Netflix y YouTube,Yes
1112,Cantidad de Hertz,60 Hz
1112,Conexión USB,Yes
1112,Conexiones HDMI / (ARC),3
1112,Conexión Wi-Fi,Si
1112,Función espejo (Mirroring),Si
1112,Conexión de audio / video (RCA),0
1112,Garantía,2 años
1112,Otras características,
1112,Conexión Bluetooth,Si
1112,Salida de audio digital óptica,Si
1112,Profunidad con base de mesa (cm),
1112,Asistente de voz,ThinQ AI UHD
1113,Tecnología,NanoCell
1113,Tamaño de pantalla,"65"""
1113,Definición,Ultra High Definition 4K
1113,Potencia de audio (Watts RMS),60 W
1113,Ancho,144.52 cm
1113,Alto sin base de mesa (cm),82.80 cm
1113,Alto con base de mesa (cm),89.91 cm
1113,Peso sin base de mesa (Kg),26.21 Kg
1113,Peso con base de mesa (Kg),26.58 Kg
1113,Sistema Operativo,Web-OS
1113,Profundidad sin base de mesa (cm),2.79 cm
1113,HDR (High Dynamic Range),Yes
1113,Smart TV / Acceso a Netflix y YouTube,Yes
1113,Cantidad de Hertz,120 Hz
1113,Conexión USB,Yes
1113,Conexiones HDMI / (ARC),4 (Si)
1113,Conexión Wi-Fi,Si
1113,Función espejo (Mirroring),Si
1113,Conexión de audio / video (RCA),No
1113,Garantía,2 años
1113,Otras características,Televisor QNED
1113,Conexión Bluetooth,Si
1113,Salida de audio digital óptica,Si
1113,Profunidad con base de mesa (cm),29.21 cm
1113,Asistente de voz,ThinQ AI UHD
1114,Tecnología,NanoCell
1114,Tamaño de pantalla,"75"""
1114,Definición,Ultra High Definition 4K
1114,Potencia de audio (Watts RMS),60 W
1114,Ancho,116.5 cm
1114,Alto sin base de mesa (cm),95.2 cm
1114,Alto con base de mesa (cm),101.9 cm
1114,Peso sin base de mesa (Kg),
1114,Peso con base de mesa (Kg),
1114,Sistema Operativo,Web-OS
1114,Profundidad sin base de mesa (cm),2.89 cm
1114,HDR (High Dynamic Range),Yes
1114,Smart TV / Acceso a Netflix y YouTube,Yes
1114,Cantidad de Hertz,120 Hz
1114,Conexión USB,Yes
1114,Conexiones HDMI / (ARC),4
1114,Conexión Wi-Fi,Si
1114,Función espejo (Mirroring),Si
1114,Conexión de audio / video (RCA),0
1114,Garantía,2 años
1114,Otras características,
1114,Conexión Bluetooth,Si
1114,Salida de audio digital óptica,Si
1114,Profunidad con base de mesa (cm),35.9 cm
1114,Asistente de voz,ThinQ AI UHD
1161,Años de garantía totales,1 Año
1161,Operador,Liberado
1161,Sistema Operativo,iOS 14
1161,Cámara,12MP+12MP+12MP|Frontal: 12MP
1161,Otro,
1161,Capacidad de memoria RAM,N/A
1161,Memoria Interna,256 GB
1161,Pantalla,"6.1"""
1161,Batería,1821mAh
1161,Procesador,Apple 14
1181,Años de garantía totales,1 Año
1181,Operador,Liberado
1181,Sistema Operativo,Android
1181,Cámara,64+16+2 MP|Frontal: 16+8MP
1181,Otro,Dual SIM
1181,Capacidad de memoria RAM,8 GB
1181,Memoria Interna,128 GB
1181,Pantalla,"6.5"""
1181,Batería,5000mAh
1181,Procesador,Octa-Core
1221,Tecnología,OLED
1221,Tamaño de pantalla,"48"""
1221,Definición,Ultra High Definition 4K
1221,Potencia de audio (Watts RMS),20 W
1221,Ancho,107.1 cm
1221,Alto sin base de mesa (cm),61.8 cm
1221,Alto con base de mesa (cm),67.9 cm
1221,Peso sin base de mesa (Kg),15 Kg
1221,Peso con base de mesa (Kg),15.3 Kg
1221,Sistema Operativo,Web-OS
1221,Profundidad sin base de mesa (cm),4.7 cm
1221,HDR (High Dynamic Range),Yes
1221,Smart TV / Acceso a Netflix y YouTube,Yes
1221,Cantidad de Hertz,60 Hz
1221,Conexión USB,Yes
1221,Conexiones HDMI / (ARC),3 (Si)
1221,Conexión Wi-Fi,Si
1221,Función espejo (Mirroring),Si
1221,Conexión de audio / video (RCA),No
1221,Garantía,2 años
1221,Otras características,
1221,Conexión Bluetooth,Si
1221,Salida de audio digital óptica,Si
1221,Profunidad con base de mesa (cm),27.1 cm
1221,Asistente de voz,ThinQ AI UHD
1224,Tecnología,OLED
1224,Tamaño de pantalla,"82"""
1224,Definición,Ultra High Definition 4K
1224,Potencia de audio (Watts RMS),40 W
1224,Ancho,
1224,Alto sin base de mesa (cm),
1224,Alto con base de mesa (cm),
1224,Peso sin base de mesa (Kg),
1224,Peso con base de mesa (Kg),
1224,Sistema Operativo,Web-OS
1224,Profundidad sin base de mesa (cm),
1224,HDR (High Dynamic Range),Yes
1224,Smart TV / Acceso a Netflix y YouTube,Yes
1224,Cantidad de Hertz,120 Hz
1224,Conexión USB,Yes
1224,Conexiones HDMI / (ARC),4 (Si)
1224,Conexión Wi-Fi,Si
1224,Función espejo (Mirroring),Si
1224,Conexión de audio / video (RCA),No
1224,Garantía,2 años
1224,Otras características,
1224,Conexión Bluetooth,Si
1224,Salida de audio digital óptica,Si
1224,Profunidad con base de mesa (cm),
1224,Asistente de voz,ThinQ AI UHD
1225,Años de garantía totales,1 Año
1225,Operador,Liberado
1225,Sistema Operativo,Android
1225,Cámara,64MP+8MP+5MP|Frontal: 20MP
1225,Otro,
1225,Capacidad de memoria RAM,6 GB
1225,Memoria Interna,128 GB
1225,Pantalla,"6.5"""
1225,Batería,4200mAh
1225,Procesador,Si
1241,Tamaño de pantalla,"12"""
1241,Años de garantía totales,1 Año
1241,Sistema Operativo,Android
1241,Cámara,Trasera: 8MP | Frontal: 5MP
1241,Otro,"Batería: 10,090mAh"
1241,Capacidad de memoria RAM,4 GB
1241,Batería, 
1241,Procesador,Octa-Core
1241,Capacidad de memoria ROM,64 GB
1241,Conexión LTE,Yes
1282,Tamaño de pantalla,"15.6"""
1282,Ancho,35.9 cm
1282,Profundidad (cm),24.96
1282,Alto (cm),2.49
1282,Capacidad de memoria RAM,8 GB
1282,Almacenamiento,512 GB
1282,Sistema Operativo,Windows 10
1282,Peso,"2,2 kg"
1282,Procesador,Intel Core i5
1282,Tiempo de garantía,3 años
1282,Tarjeta de video,Nvidia GeForce GTX 1650 Ti
1282,Color de iluminación,Blanco
1283,Tamaño de pantalla,"15.6"""
1283,Ancho,36.256
1283,Profundidad (cm),26.061
1283,Alto (cm),2.575
1283,Capacidad de memoria RAM,16 GB
1283,Almacenamiento,512 GB
1283,Sistema Operativo,Windows 10
1283,Peso,2.4 kg
1283,Procesador,AMD Ryzen 5
1283,Tiempo de garantía,1 año
1283,Tarjeta de video,Nvidia GeForce RTX 3060
1283,Color de iluminación,Blanco
1285,Años de garantía totales,1 Año
1285,Operador,Tigo
1285,Sistema Operativo,Android
1285,Cámara,48+8+2+2 MP|Frontal: 13MP
1285,Otro,   
1285,Capacidad de memoria RAM,3 GB
1285,Memoria Interna,32 GB
1285,Pantalla,"6.5"""
1285,Batería,5000mAh
1285,Procesador,Octa-Core
1302,Tamaño de pantalla,"12"""
1302,Años de garantía totales,1 Año
1302,Sistema Operativo,Android
1302,Cámara,Trasera: 8MP | Frontal: 5MP
1302,Otro,"Batería : 10,090mAh"
1302,Capacidad de memoria RAM,4 GB
1302,Batería, 
1302,Procesador,Octa-Core
1302,Capacidad de memoria ROM,64 GB
1302,Conexión LTE,Yes
1304,Tamaño de pantalla,"10.2"""
1304,Años de garantía totales,1 Año
1304,Sistema Operativo,iOS
1304,Cámara,8MPx
1304,Otro,
1304,Capacidad de memoria RAM,N/A
1304,Batería, 
1304,Procesador,A12 Bionic
1304,Capacidad de memoria ROM,128 GB
1304,Conexión LTE,No
1341,Tamaño de pantalla,"14"""
1341,Otro,Gráficos integrados AMD Radeon Vega 3
1341,Capacidad de memoria RAM,8 GB
1341,Tipo Procesador,AMD Ryzen 3
1341,Almacenamiento,N/A
1341,Sistema Operativo,Windows 10
1341,Conexión Wi-Fi,Si
1341,Cámara Web,Yes
1341,Pantalla táctil,N/A
1341,Capacidad SSD,256 GB
1341,Conexión Bluetooth,Si
1341,Tipo de uso,Esencial
1341,Duración de batería,4 horas máximo (30 Wh)
1341,Almacenamiento de estado sólido,Yes
1341,Memoria Intel Optane,N/A
1381,Tamaño de pantalla,"12"""
1381,Años de garantía totales,1 Año
1381,Sistema Operativo,Android
1381,Cámara,Trasera: 8MP | Frontal: 5MP
1381,Otro,"Batería de 10,090mAh"
1381,Capacidad de memoria RAM,4 GB
1381,Batería, 
1381,Procesador,Octa-Core
1381,Capacidad de memoria ROM,64 GB
1381,Conexión LTE,No
1384,Resolución de video,4K
1384,Estabilizador de imagen ,Si
1384,Tipo de estabilizador,3-axis
1384,Resolución de fotografía,12 Megapíxeles
1384,Bluetooth,Si
1384,Control remoto,Yes
1384,HDR (High Dynamic Range),No
1384,Conexión Wi-Fi,Si
1384,Memoria Interna,8 GB
1384,Altura máxima de vuelo (m),6000 metros
1384,Distancia máxima de vuelo (km),16.8km
1384,Velocidad máxima de vuelo (m/s),10 metros
1384,Tiempo máximo de vuelo (min),20 Minutos
1384,Detección de obstáculos,Si
1384,Tipo de memoria externa,MicroSD
1384,Memoria externa,128 GB
1385,Resolución de video, 2.7K: 2720 × 1530 24/25/30 p FHD: 1920 × 1080 24/25/30/48/50/60 p
1385,Estabilizador de imagen ,Si
1385,Tipo de estabilizador, 3 ejes
1385,Resolución de fotografía,12 MP.
1385,Bluetooth,N/A
1385,Control remoto,Yes
1385,HDR (High Dynamic Range),No
1385,Conexión Wi-Fi,Si
1385,Memoria Interna,N/A
1385,Altura máxima de vuelo (m),3000
1385,Distancia máxima de vuelo (km),4
1385,Velocidad máxima de vuelo (m/s),13
1385,Tiempo máximo de vuelo (min),30 minutos (medidos mientras se vuela a 17 km / h en condiciones sin viento)
1385,Detección de obstáculos,Si
1385,Tipo de memoria externa,MicroSD
1385,Memoria externa,128 GB
1402,Tamaño de pantalla,"12"""
1402,Años de garantía totales,1 Año
1402,Sistema Operativo,Android
1402,Cámara,Trasera: 8MP | Frontal: 5MP
1402,Otro,"Batería: 10,090mAh"
1402,Capacidad de memoria RAM,4 GB
1402,Batería, 
1402,Procesador,Octa-Core
1402,Capacidad de memoria ROM,64 GB
1402,Conexión LTE,No
1441,Conectividad,USB-C
1441,Funcionalidad,Adaptador de corriente
1442,Capacidad de memoria RAM,8 GB
1442,Almacenamiento, 
1442,Sistema Operativo,N/A
1442,Conexión Wi-Fi,Si
1442,Procesador,Si
1442,Cámara Web,Yes
1442,Pantalla táctil,No
1442,Capacidad SSD,256 GB
1442,Conexión Bluetooth,Si
1442,Tipo de uso,Avanzado
1442,Monitor,Si
1442,Almacenamiento de estado sólido,No
1442,Memoria Intel Optane,N/A
1442,Tipo,Escritorio
1443,Tamaño de pantalla,"14"""
1443,Otro,N/A
1443,Capacidad de memoria RAM,8 GB
1443,Tipo Procesador,Intel Core i3
1443,Almacenamiento,N/A
1443,Sistema Operativo,Windows 10
1443,Conexión Wi-Fi,Si
1443,Cámara Web,Yes
1443,Pantalla táctil,N/A
1443,Capacidad SSD,256 GB
1443,Conexión Bluetooth,Si
1443,Tipo de uso,Esencial
1443,Duración de batería,9 horas máximo (35 Wh)
1443,Almacenamiento de estado sólido,Yes
1443,Memoria Intel Optane,N/A
1444,Tamaño de pantalla,"15.6"""
1444,Otro,N/A
1444,Capacidad de memoria RAM,12 GB
1444,Tipo Procesador,Intel Core i7
1444,Almacenamiento,N/A
1444,Sistema Operativo,Windows 10
1444,Conexión Wi-Fi,Si
1444,Cámara Web,Yes
1444,Pantalla táctil,Si
1444,Capacidad SSD,512 GB
1444,Conexión Bluetooth,Si
1444,Tipo de uso,Premium
1444,Duración de batería,Varía de acuerdo con las condiciones de uso 
1444,Almacenamiento de estado sólido,Yes
1444,Memoria Intel Optane,N/A
1445,Tamaño de pantalla,"15.6"""
1445,Otro,N/A
1445,Capacidad de memoria RAM,8 GB
1445,Tipo Procesador,Intel Core i5
1445,Almacenamiento,N/A
1445,Sistema Operativo,Windows 10
1445,Conexión Wi-Fi,Si
1445,Cámara Web,Yes
1445,Pantalla táctil,Si
1445,Capacidad SSD,512 GB
1445,Conexión Bluetooth,Si
1445,Tipo de uso,Avanzado
1445,Duración de batería,Varía de acuerdo con las condiciones de uso
1445,Almacenamiento de estado sólido,Yes
1445,Memoria Intel Optane,N/A
1449,Tipo de vaso,Policarbonato
1449,Velocidades,2
1449,Potencia,n/a
1449,Capacidad,n/a
1501,Ancho,
1501,Profundidad (cm),
1501,Capacidad En Pies Cúbicos (Brutos), 
1501,Años de garantía totales,
1501,Tipo de panel, 
1501,Termostato En Horno,No
1501,Sistema De Convección,No
1501,Función Programable De Horno,No
1501,Auto Limpieza En Horno,No
1501,Asador, 
1501,Luz Interior,No
1501,Alto (cm),
1501,Combustión, 
1501,Conexión Wi-Fi, 
1521,Ancho,86
1521,Profundidad (cm),51
1521,Años de garantía totales,1
1521,Cantidad De Hornillas,5
1521,Alto (cm),7
1521,Combustión,Gas
1521,Ancho,"36"""
1521,Encendido eléctrico en quemadores,No
1521,Parrillas hierro fundido,No
1521,Acabado en cubierta,Acero
1522,Ancho,
1522,Profundidad (cm),
1522,Años de garantía totales,
1522,Luz Interior,No
1522,Alto (cm),
1522,Kit de recirculación, 
1522,Vidrio, 
1522,Conexión Wi-Fi, 
1541,Años de garantía totales,1
1541,Micrófono Integrado,No
1541,Potencia,4 Watts
1541,Resistente al agua,Si
1541,Duración de batería,5
1541,Clasificación IP,IP67
1541,Tiempo de carga (hrs),2.5
1541,Iluminación,No
1542,Años de garantía totales,1
1542,Micrófono Integrado,No
1542,Potencia,4 Watts
1542,Resistente al agua,Si
1542,Duración de batería,5 hrs
1542,Clasificación IP,IP67
1542,Tiempo de carga (hrs),2.5
1542,Iluminación,No
1561,Capacidad En Watts,
1561,Rejilla antihaderente, 
1561,Rotativo, 
1561,Rejilla desmontable,No
1563,Edad,16-50
1563,Velocidad (max.), 
1563,Autonomía,60 km+
1563,Velocidades,
1563,Material, 
1563,Tiempo de carga (hrs),
1563,Tipo,E-Bike
1563,Tamaño, 
1563,Suspensión,Delantera / Trasera
1563,Talla, 
1563,Freno, 
1564,Edad,16-50
1564,Velocidad (max.), 
1564,Autonomía,60 km+
1564,Velocidades,
1564,Material, 
1564,Tiempo de carga (hrs),
1564,Tipo,E-Bike
1564,Tamaño, 
1564,Suspensión,Delantera / Trasera
1564,Talla, 
1564,Freno, 
1565,Edad, 
1565,Velocidad (max.),N/A
1565,Autonomía,60 km+
1565,Velocidades,
1565,Material, 
1565,Tiempo de carga (hrs),
1565,Tipo,E-Bike
1565,Tamaño, 
1565,Suspensión,Delantera / Trasera
1565,Talla, 
1565,Freno, 
1566,Edad,16-50
1566,Velocidad (max.), 
1566,Autonomía,60 km+
1566,Velocidades,
1566,Material, 
1566,Tiempo de carga (hrs),
1566,Tipo,E-Bike
1566,Tamaño, 
1566,Suspensión,Delantera / Trasera
1566,Talla, 
1566,Freno, 
1567,Edad, 
1567,Velocidad (max.), 
1567,Autonomía,60 km+
1567,Velocidades,
1567,Material, 
1567,Tiempo de carga (hrs),
1567,Tipo,E-Bike
1567,Tamaño, 
1567,Suspensión,Delantera / Trasera
1567,Talla, 
1567,Freno, 
1568,Edad, 
1568,Velocidad (max.), 
1568,Autonomía,60 km+
1568,Velocidades,
1568,Material, 
1568,Tiempo de carga (hrs),
1568,Tipo,E-Bike
1568,Tamaño, 
1568,Suspensión,Delantera / Trasera
1568,Talla, 
1568,Freno, 
1570,Ancho,
1570,Profundidad (cm),
1570,Sistema De Deshielo, 
1570,Capacidad En Pies Cúbicos (Brutos), 
1570,Capacidad En Pies Cúbicos (Netos), 
1570,Dispensador Manual De Agua,No
1570,Dispensador Automático De Agua,No
1570,Dispensador Manual De Hielo,No
1570,Dispensador Automático De Hielo,No
1570,Minibar Externo,No
1570,Alto (cm),
1570,Color, 
1570,Tipo de Refrigerador, 
1570,Ahorro en consumo energético, 
1570,Entrepaños, 
1570,Gavetas para vegetales, 
1570,Haladeras, 
1570,Tipo de luz en refrigerador, 
1570,Tipo de luz en el congelador, 
1570,Años de garantía totales, 
1570,Conexión Wi-Fi, 
1570,Tecnología, 
1581,Apagado Automático,No
1581,Vapor vertical,No
1581,Función al vapor,No
1581,Rociador,No
1581,Cable Giratorio,No
1583,Apagado Automático,No
1583,Vapor vertical,No
1583,Función al vapor,No
1583,Rociador,No
1583,Cable Giratorio,No
1601,Tamaño de circunferencia, 
1601,GPS, 
1601,Resistente al agua, 
1601,Pantalla táctil, 
1601,Pulso cardiaco en muñeca, 
1601,Duración de batería,
1601,Registro de actividad,No
1601,Notificaciones,No
1601,Medición de oxígeno,No
1601,Tipo de carga, 
1621,Ancho,66 cm
1621,Profundidad (cm),66 cm
1621,Años de garantía totales,1 Año
1621,Tipo de panel,Perillas
1621,Tipo de carga,Superior
1621,Señal De Fin De Ciclo,No
1621,Alto (cm),109 cm
1621,Color,Blanco
1621,Ahorro en consumo energético,Estándar
1621,Capacidad interna en libras,44
1621,Tipo de propela,Agitador
1621,Material de la tina,Acero
1621,Depósito de detergente,Yes
1621,Depósito de suavizante,No
1621,Depósito de cloro,No
1621,Filtro atrapamota,No
1621,Lavado programable,No
1621,¿Funciona con llenado manual?,No
1621,Ciclos de lavado,20
1621,Temperaturas,1
1621,Niveles de agua,1
1621,Sistema de transmisión directa,No
1621,Tipo de tapa,Acrílico
1621,Conexión Wi-Fi,No
1621,Tecnología,N/A
1641,Años de garantía totales,1
1641,Micrófono Integrado,No
1641,Potencia,50 Watts
1641,Resistente al agua,No
1641,Duración de batería,8 horas 
1641,Clasificación IP,IPX2
1641,Tiempo de carga (hrs),5 horas
1641,Iluminación,No
1642,Años de garantía totales,1
1642,Micrófono Integrado,No
1642,Potencia,50 Watts
1642,Resistente al agua,No
1642,Duración de batería,8 horas 
1642,Clasificación IP,IPX2
1642,Tiempo de carga (hrs),5 horas
1642,Iluminación,No
1643,Género,Disparos
1643,Clasificación,M
1643,Multijugador,En línea
1643,Año de lanzamiento,2021
1643,Requiere internet,Si
1643,Contenido extra,N/A
1644,Años de garantía totales,1
1644,Micrófono Integrado,No
1644,Potencia,50 Watts
1644,Resistente al agua,No
1644,Duración de batería,8 horas 
1644,Clasificación IP,IPX2
1644,Tiempo de carga (hrs),5 horas
1644,Iluminación,No
1661,Género,Disparos
1661,Clasificación,M
1661,Multijugador,En línea
1661,Año de lanzamiento,2021
1661,Requiere internet,Si
1661,Contenido extra,N/A
1663,Género,Disparos
1663,Clasificación,M
1663,Multijugador,En línea
1663,Año de lanzamiento,2021
1663,Requiere internet,Yes
1663,Contenido extra,N/A
1684,Tamaño de pantalla,"14"""
1684,Otro,N/A
1684,Capacidad de memoria RAM,16 GB
1684,Tipo Procesador,Intel Core i5
1684,Almacenamiento,N/A
1684,Sistema Operativo,Windows 10
1684,Conexión Wi-Fi,Si
1684,Cámara Web,Yes
1684,Pantalla táctil,No
1684,Capacidad SSD,512 GB
1684,Conexión Bluetooth,Si
1684,Tipo de uso,Avanzado
1684,Duración de batería,Varía de acuerdo con las condiciones de uso
1684,Almacenamiento de estado sólido,Yes
1684,Memoria Intel Optane,N/A
1685,Tamaño de pantalla, 
1685,Otro,
1685,Capacidad de memoria RAM, 
1685,Tipo Procesador, 
1685,Almacenamiento, 
1685,Sistema Operativo, 
1685,Conexión Wi-Fi, 
1685,Cámara Web,No
1685,Pantalla táctil, 
1685,Capacidad SSD, 
1685,Conexión Bluetooth, 
1685,Tipo de uso, 
1685,Duración de batería,
1685,Almacenamiento de estado sólido,No
1685,Memoria Intel Optane, 
1686,Tamaño de pantalla, 
1686,Otro,
1686,Capacidad de memoria RAM, 
1686,Tipo Procesador, 
1686,Almacenamiento, 
1686,Sistema Operativo, 
1686,Conexión Wi-Fi, 
1686,Cámara Web,No
1686,Pantalla táctil, 
1686,Capacidad SSD, 
1686,Conexión Bluetooth, 
1686,Tipo de uso, 
1686,Duración de batería,
1686,Almacenamiento de estado sólido,No
1686,Memoria Intel Optane, 
1687,Años de garantía totales,1 Año
1687,Operador,Liberado
1687,Sistema Operativo,iOS 14
1687,Cámara,12MP+12MP+12MP | Frontal: 12MP
1687,Otro, Compatible con la RED 5G.
1687,Capacidad de memoria RAM,N/A
1687,Memoria Interna,256 GB
1687,Pantalla,"6.1"""
1687,Batería,1821mAh
1687,Procesador,Apple 14
1688,Género,Otros
1688,Mario Bros,No
1688,Clasificación,E
1688,Multijugador,En línea
1688,Año de lanzamiento,2021
1688,Requiere internet,Yes
1688,Contenido extra,DLC
1690,Tipo de control, 
1690,Potencia,
1690,Sistema de leche, 
1690,Incluye molino, 
1690,Selector intensidad,No
1690,Bandeja caliente,No
1691,Tamaño de circunferencia,46mm
1691,GPS,Si
1691,Resistente al agua,Si
1691,Pantalla táctil,Si
1691,Pulso cardiaco en muñeca,Si
1691,Duración de batería,36 horas.
1691,Registro de actividad,Yes
1691,Notificaciones,Yes
1691,Medición de oxígeno,Yes
1691,Tipo de carga,Alámbrica
1692,Tamaño de circunferencia,42mm
1692,GPS,Si
1692,Resistente al agua,Si
1692,Pantalla táctil,Si
1692,Pulso cardiaco en muñeca,Si
1692,Duración de batería,36 horas
1692,Registro de actividad,Yes
1692,Notificaciones,Yes
1692,Medición de oxígeno,Yes
1692,Tipo de carga,Alámbrica
1693,Tamaño de circunferencia,41mm
1693,GPS,Si
1693,Resistente al agua,Si
1693,Pantalla táctil,Si
1693,Pulso cardiaco en muñeca,Si
1693,Duración de batería,36 horas
1693,Registro de actividad,Yes
1693,Notificaciones,Yes
1693,Medición de oxígeno,Yes
1693,Tipo de carga,Alámbrica
1694,Tamaño de pantalla,"10.2"""
1694,Años de garantía totales,1 Año
1694,Sistema Operativo,Android
1694,Cámara,Trasera: 8MP | Frontal: 5MP
1694,Otro,Procesador: MediaTek Helio P22T
1694,Capacidad de memoria RAM,4 GB
1694,Batería,5000mAh
1694,Procesador,Si
1694,Capacidad de memoria ROM,64 GB
1694,Conexión LTE,Yes
1695,Tamaño de circunferencia,43.4mm
1695,GPS,Si
1695,Resistente al agua,Si
1695,Pantalla táctil,Si
1695,Pulso cardiaco en muñeca,Si
1695,Duración de batería,Hasta 40 horas
1695,Registro de actividad,Yes
1695,Notificaciones,Yes
1695,Medición de oxígeno,No
1695,Tipo de carga,Alámbrica
1696,Tamaño de circunferencia,40mm
1696,GPS,Si
1696,Resistente al agua,Si
1696,Pantalla táctil,Si
1696,Pulso cardiaco en muñeca,Si
1696,Duración de batería,36 horas
1696,Registro de actividad,Yes
1696,Notificaciones,Yes
1696,Medición de oxígeno,No
1696,Tipo de carga,Alámbrica
1697,Tamaño de circunferencia,40mm
1697,GPS,Si
1697,Resistente al agua,Si
1697,Pantalla táctil,Si
1697,Pulso cardiaco en muñeca,Si
1697,Duración de batería,36 horas.
1697,Registro de actividad,Yes
1697,Notificaciones,Yes
1697,Medición de oxígeno,No
1697,Tipo de carga,Alámbrica
1701,Tipo de estuche, 
1721,Tamaño de pantalla,"10"""
1721,Años de garantía totales,1 Año
1721,Sistema Operativo,Android
1721,Cámara,Trasera: 8MP | Frontal: 5MP
1721,Otro,Procesador: MediaTek Helio P22T
1721,Capacidad de memoria RAM,2 GB
1721,Batería,5000mAh
1721,Procesador,Si
1721,Capacidad de memoria ROM,32 GB
1721,Conexión LTE,Yes
1732,Ancho,
1732,Profundidad (cm),
1732,Función Karaoke, 
1732,Conexión HDMI, 
1732,Alto (cm),
1732,Entrada Para Micrófono Externo, 
1732,Sintonizador , 
1732,Entrada Auxiliar, 
1732,Conexión Wi-Fi, 
1732,NFC,No
1732,Puertos USB, 
1732,Número de discos, 
1732,Reproductor de DVD,No
1732,Función de Enfatización de Graves, 
1732,Parlantes con iluminación LED,No
